r,g,b
106.85808152305002,285.75925884929995,194.63119469795
137.44698270754998,269.7507658171,145.81225842765
137.44698270754998,269.7507658171,145.81225842765
156.8607387931,219.2488745498,77.89357995479999
137.44698270754998,269.7507658171,145.81225842765
1202.2040674044351,1723.2834325723102,669.862420241005
106.85808152305002,285.75925884929995,194.63119469795
1202.2040674044351,1723.2834325723102,669.862420241005
156.8607387931,219.2488745498,77.89357995479999
828.9455667290999,2149.6623586573005,1532.0319445541502
106.85808152305002,285.75925884929995,194.63119469795
828.9455667290999,2149.6623586573005,1532.0319445541502
828.9455667290999,2149.6623586573005,1532.0319445541502
106.85808152305002,285.75925884929995,194.63119469795
137.44698270754998,269.7507658171,145.81225842765
137.44698270754998,269.7507658171,145.81225842765
156.8607387931,219.2488745498,77.89357995479999
137.44698270754998,269.7507658171,145.81225842765
156.8607387931,219.2488745498,77.89357995479999
106.85808152305002,285.75925884929995,194.63119469795
137.44698270754998,269.7507658171,145.81225842765
1202.2040674044351,1723.2834325723102,669.862420241005
106.85808152305002,285.75925884929995,194.63119469795
828.9455667290999,2149.6623586573005,1532.0319445541502
156.8607387931,219.2488745498,77.89357995479999
828.9455667290999,2149.6623586573005,1532.0319445541502
137.44698270754998,269.7507658171,145.81225842765
828.9455667290999,2149.6623586573005,1532.0319445541502
1202.2040674044351,1723.2834325723102,669.862420241005
106.85808152305002,285.75925884929995,194.63119469795
137.44698270754998,269.7507658171,145.81225842765
106.85808152305002,285.75925884929995,194.63119469795
156.8607387931,219.2488745498,77.89357995479999
137.44698270754998,269.7507658171,145.81225842765
106.85808152305002,285.75925884929995,194.63119469795
156.8607387931,219.2488745498,77.89357995479999
156.8607387931,219.2488745498,77.89357995479999
137.44698270754998,269.7507658171,145.81225842765
137.44698270754998,269.7507658171,145.81225842765
106.85808152305002,285.75925884929995,194.63119469795
911.81002387206,2017.8941843356197,1235.03627708855
825.197154802735,2224.8488305519404,1706.09686789915
883.4924314414302,2065.3731325361505,1344.755818967055
911.81002387206,2017.8941843356197,1235.03627708855
883.4924314414302,2065.3731325361505,1344.755818967055
156.8607387931,219.2488745498,77.89357995479999
1202.2040674044351,1723.2834325723102,669.862420241005
1202.2040674044351,1723.2834325723102,669.862420241005
137.44698270754998,269.7507658171,145.81225842765
828.9455667290999,2149.6623586573005,1532.0319445541502
156.8607387931,219.2488745498,77.89357995479999
1202.2040674044351,1723.2834325723102,669.862420241005
828.9455667290999,2149.6623586573005,1532.0319445541502
137.44698270754998,269.7507658171,145.81225842765
137.44698270754998,269.7507658171,145.81225842765
106.85808152305002,285.75925884929995,194.63119469795
106.85808152305002,285.75925884929995,194.63119469795
1202.2040674044351,1723.2834325723102,669.862420241005
106.85808152305002,285.75925884929995,194.63119469795
828.9455667290999,2149.6623586573005,1532.0319445541502
828.9455667290999,2149.6623586573005,1532.0319445541502
156.8607387931,219.2488745498,77.89357995479999
156.8607387931,219.2488745498,77.89357995479999
106.85808152305002,285.75925884929995,194.63119469795
106.85808152305002,285.75925884929995,194.63119469795
156.8607387931,219.2488745498,77.89357995479999
156.8607387931,219.2488745498,77.89357995479999
106.85808152305002,285.75925884929995,194.63119469795
106.85808152305002,285.75925884929995,194.63119469795
828.9455667290999,2149.6623586573005,1532.0319445541502
106.85808152305002,285.75925884929995,194.63119469795
156.8607387931,219.2488745498,77.89357995479999
1202.2040674044351,1723.2834325723102,669.862420241005
106.85808152305002,285.75925884929995,194.63119469795
828.9455667290999,2149.6623586573005,1532.0319445541502
846.8482398926451,2151.2697441646847,1540.4140545209395
911.81002387206,2017.8941843356197,1235.03627708855
825.197154802735,2224.8488305519404,1706.09686789915
