r,g,b
304.29966468438687,582.6219241873131,313.2937745953197
303.22901991238666,676.9292311034488,426.69952295373326
259.77963484307963,620.4203917358678,408.96138743766807
333.0909338240878,758.2625314592973,493.5982446233168
304.48076808471234,612.9901298198595,358.60833603819015
582.0195944070618,1482.9016687777732,1067.896712124132
244.58703290831104,450.85803229683546,231.9203355229675
519.4099938567266,827.5946581354017,364.4603403216842
535.3354070713318,983.8097085197364,527.1208289973061
999.535772610674,1503.224885088999,624.4808318488123
463.2691284135728,770.1845611704374,359.3927908876996
794.5256265239238,1628.916611185791,1002.3116205586329
823.6546372456796,1720.924409335957,1077.352128572932
370.3276483652023,767.2183804371645,457.909137573542
444.35358597275706,824.2405140334234,450.3578657113305
572.1055185567765,893.2255040102335,384.7016145256238
247.2940348605363,571.1803710209324,374.6281747183222
561.0641858048481,1186.0189646696033,741.0144403607185
588.4455353989354,1182.7192070278222,706.5097303038638
603.9757345635688,1325.0923940509776,856.2622815069685
501.9392024734,982.6986032848066,565.9043792697688
866.5284578451701,1542.3204032105743,817.5034205833742
840.1462343909038,1483.63940396444,777.738490672005
637.6452316786821,1338.937239523004,834.8640220301833
555.5981710850623,1014.2891352422724,541.1042419403648
614.0921166082718,1188.9374087004155,686.7319319197139
308.4420052428446,737.8446113513124,501.9206272372206
937.3849467296484,1713.4233497101493,940.4811825443268
452.9460799610732,812.8850847553111,424.1877423389383
211.084251301268,468.1946198546675,285.0577230754062
1147.663753925519,1754.4725929002038,754.902282373035
705.0971485129342,1310.3518660011464,725.0115792721475
652.8177269662659,1012.0317906318272,436.4555796823792
535.8627808131554,849.1778831854532,377.7132329836128
366.2493273372554,702.5847020798974,391.57976217349005
629.1021867357265,1062.9783633722736,520.2278402735362
293.46548882454493,556.1384963751007,298.5940776443111
413.12018897230496,916.7329290784444,583.4364946598715
321.0331961198644,668.0940296566683,400.6884530505733
653.5467966630956,1166.38103184825,615.7097503675584
850.9856448861434,2093.540353225552,1486.819875692752
811.0542719788093,2151.681445113624,1660.3823173771243
883.7789489162205,2059.115757048535,1378.4108067935213
865.5224434647098,2077.4655670964858,1436.6762992759045
847.8853036614005,2096.5667410663905,1496.48451512169
407.3904355481711,947.6486737314416,632.4930942326979
491.9224794718352,1267.0230899997496,910.1786647620412
583.5689137738227,1367.085560977225,929.1782975607332
522.9144219889322,1178.7325887292996,775.542531401342
507.9512263991657,1100.556325429689,699.2773818574243
290.40236553161515,541.9857226592786,282.59513709216054
553.8577192685035,1037.510635972366,578.7243675757644
541.2269429265646,1308.5915981269695,907.94748046148
418.30200799450313,936.4225047170428,602.8703923877449
311.7533326858428,580.7823606190498,306.727485459636
371.825681671815,721.9215996371252,408.1489917292641
468.92361673224735,980.9309045782204,604.8408651798358
524.3741129149156,1270.703596494582,881.828654707464
329.63142861563165,661.0905474210747,376.5374920635796
393.293712537595,703.9337580144803,363.6371789556981
257.32731608308063,555.997861610169,336.5716223488375
496.2154318625047,1093.3910955991485,703.3930210360213
210.1660691953268,496.4447976818445,322.70433046971846
462.0248018706263,1072.5152801135523,721.7523492195388
1043.5568548694916,1637.5806186169848,733.0739685925594
219.89902421509217,452.300922953561,253.40374498975345
383.62244648676153,891.8765316161129,594.8375982368235
410.9916496267327,731.0278052421194,369.1199078033522
987.843430689804,1560.6084047503118,703.9925540218746
401.4790440912311,750.8735676548118,409.161484943854
793.224707510074,1750.29595813677,1145.1396175378384
421.833030765418,717.6625154388394,349.70010854809226
866.0900849278883,1496.0391358059471,765.157895672972
461.1235039423362,927.1402212531992,552.4703739421905
645.7558012087716,1493.2126844801123,1008.9709125755174
857.4606510533494,2087.050322818096,1466.2013884150226
842.6647248149808,2106.814460690648,1525.9546121508984
855.2144618529161,2087.230397400392,1468.0459693139424
831.0149916932007,2117.490153224941,1560.488402556383
859.7831557728273,2088.772806150557,1469.1804846558423
793.3061857520411,1566.025126698381,942.5437713305752
462.6041929114651,1020.891045462,652.8059484927508
685.3542324228606,1396.6767882924032,841.7930323924998
597.1808459061292,1271.513690870056,798.2598972238803
931.2629427395,1692.9444603455568,929.8058778840594
448.1711945538021,1066.9274660288131,724.7820391751995
